Season,Metro,MLB,NFL,NBA,NHL,MLB_teams,NFL_teams,NBA_teams,NHL_teams
2007,Miami,1,1,1,1,30,32,30,30
2007,Dallas,1,1,1,1,30,32,30,30
2007,Detroit,1,1,1,1,30,32,30,30
2007,San Antonio,0,0,1,0,30,32,30,30
2007,Denver,1,1,1,1,30,32,30,30
2007,St. Louis,1,1,0,1,30,32,30,30
2007,Tampa/St. Petersburg,1,1,0,1,30,32,30,30
2007,Houston,1,1,1,0,30,32,30,30
2007,Toronto,1,0,1,1,30,32,30,30
2007,Washington D.C.,1,1,1,1,30,32,30,30
2007,New Jersey,0,0,1,1,30,32,30,30
2007,Anaheim,1,0,0,1,30,32,30,30
2007,Kansas City,1,1,0,0,30,32,30,30
2007,Philadelphia,1,1,1,1,30,32,30,30
2007,Baltimore,1,1,0,0,30,32,30,30
2007,Milwaukee/Green Bay,1,1,1,0,30,32,30,30
2007,Atlanta,1,1,1,1,30,32,30,30
2007,Minneapolis,1,1,1,1,30,32,30,30
2007,Phoenix,1,1,1,1,30,32,30,30
2007,Cleveland,1,1,1,0,30,32,30,30
2007,Indianapolis,0,1,1,0,30,32,30,30
2007,New Orleans,0,1,1,0,30,32,30,30
2007,Seattle,1,1,1,0,30,32,30,30
2007,Research Triangle,0,0,0,1,30,32,30,30
2007,Montreal,0,0,0,1,30,32,30,30
2007,San Diego,1,1,0,0,30,32,30,30
2007,Buffalo,0,1,0,1,30,32,30,30
2006,Boston,1,1,1,1,30,32,30,30
2006,Los Angeles,1,0,2,1,30,32,30,30
2006,Chicago,2,1,1,1,30,32,30,30
2006,New York,2,2,1,2,30,32,30,30
2006,San Francisco/Bay Area,1,1,1,1,30,32,30,30
2006,Pittsburgh,1,1,0,1,30,32,30,30
2006,Miami,1,1,1,1,30,32,30,30
2006,Dallas,1,1,1,1,30,32,30,30
2006,Detroit,1,1,1,1,30,32,30,30
2006,San Antonio,0,0,1,0,30,32,30,30
2006,Denver,1,1,1,1,30,32,30,30
2006,St. Louis,1,1,0,1,30,32,30,30
2006,Tampa/St. Petersburg,1,1,0,1,30,32,30,30
2006,Houston,1,1,1,0,30,32,30,30
2006,Toronto,1,0,1,1,30,32,30,30
2006,Washington D.C.,1,1,1,1,30,32,30,30
2006,New Jersey,0,0,1,1,30,32,30,30
2006,Anaheim,1,0,0,1,30,32,30,30
2006,Kansas City,1,1,0,0,30,32,30,30
2006,Philadelphia,1,1,1,1,30,32,30,30
2006,Baltimore,1,1,0,0,30,32,30,30
2006,Milwaukee/Green Bay,1,1,1,0,30,32,30,30
2006,Atlanta,1,1,1,1,30,32,30,30
2006,Minneapolis,1,1,1,1,30,32,30,30
2006,Phoenix,1,1,1,1,30,32,30,30
2006,Cleveland,1,1,1,0,30,32,30,30
2006,Indianapolis,0,1,1,0,30,32,30,30
2006,New Orleans,0,1,0,0,30,32,30,30
2006,Seattle,1,1,1,0,30,32,30,30
2006,Research Triangle,0,0,0,1,30,32,30,30
2006,Montreal,0,0,0,1,30,32,30,30
2006,San Diego,1,1,0,0,30,32,30,30
2006,Buffalo,0,1,0,1,30,32,30,30
2005,Boston,1,1,1,1,30,32,30,30
2005,Los Angeles,1,0,2,1,30,32,30,30
2005,Chicago,2,1,1,1,30,32,30,30
2005,New York,2,2,1,2,30,32,30,30
2005,San Francisco/Bay Area,1,1,1,1,30,32,30,30
2005,Pittsburgh,1,1,0,1,30,32,30,30
2005,Miami,1,1,1,1,30,32,30,30
2005,Dallas,1,1,1,1,30,32,30,30
2005,Detroit,1,1,1,1,30,32,30,30
2005,San Antonio,0,0,1,0,30,32,30,30
2005,Denver,1,1,1,1,30,32,30,30
2005,St. Louis,1,1,0,1,30,32,30,30
2005,Tampa/St. Petersburg,1,1,0,1,30,32,30,30
2005,Houston,1,1,1,0,30,32,30,30
2005,Toronto,1,0,1,1,30,32,30,30
2005,Washington D.C.,1,1,1,1,30,32,30,30
2005,New Jersey,0,0,1,1,30,32,30,30
2005,Anaheim,1,0,0,1,30,32,30,30
2005,Kansas City,1,1,0,0,30,32,30,30
2005,Philadelphia,1,1,1,1,30,32,30,30
2005,Baltimore,1,1,0,0,30,32,30,30
2005,Milwaukee/Green Bay,1,1,1,0,30,32,30,30
2005,Atlanta,1,1,1,1,30,32,30,30
2005,Minneapolis,1,1,1,1,30,32,30,30
2005,Phoenix,1,1,1,1,30,32,30,30
2005,Cleveland,1,1,1,0,30,32,30,30
2005,Indianapolis,0,1,1,0,30,32,30,30
2005,New Orleans,0,1,1,0,30,32,30,30
2005,Seattle,1,1,1,0,30,32,30,30
2005,Research Triangle,0,0,0,1,30,32,30,30
2005,Montreal,0,0,0,1,30,32,30,30
2005,San Diego,1,1,0,0,30,32,30,30
2005,Buffalo,0,1,0,1,30,32,30,30
2004,Boston,1,1,1,1,30,32,29,30
2004,Los Angeles,1,0,2,1,30,32,29,30
2004,Chicago,2,1,1,1,30,32,29,30
2004,New York,2,2,1,2,30,32,29,30
2004,San Francisco/Bay Area,1,1,1,1,30,32,29,30
2004,Pittsburgh,1,1,0,1,30,32,29,30
2004,Miami,1,1,1,1,30,32,29,30
2004,Dallas,1,1,1,1,30,32,29,30
2004,Detroit,1,1,1,1,30,32,29,30
2004,San Antonio,0,0,1,0,30,32,29,30
2004,Denver,1,1,1,1,30,32,29,30
2004,St. Louis,1,1,0,1,30,32,29,30
2004,Tampa/St. Petersburg,1,1,0,1,30,32,29,30
2004,Houston,1,1,1,0,30,32,29,30
2004,Toronto,1,0,1,1,30,32,29,30
2004,Washington D.C.,0,1,1,1,30,32,29,30
2004,New Jersey,0,0,1,1,30,32,29,30
2004,Anaheim,1,0,0,1,30,32,29,30
2004,Kansas City,1,1,0,0,30,32,29,30
2004,Philadelphia,1,1,1,1,30,32,29,30
2004,Baltimore,1,1,0,0,30,32,29,30
2004,Milwaukee/Green Bay,1,1,1,0,30,32,29,30
2004,Atlanta,1,1,1,1,30,32,29,30
2004,Minneapolis,1,1,1,1,30,32,29,30
2004,Phoenix,1,1,1,1,30,32,29,30
2004,Cleveland,1,1,1,0,30,32,29,30
2004,Indianapolis,0,1,1,0,30,32,29,30
2004,New Orleans,0,1,1,0,30,32,29,30
2004,Seattle,1,1,1,0,30,32,29,30
2004,Research Triangle,0,0,0,1,30,32,29,30
2004,Montreal,1,0,0,1,30,32,29,30
2004,San Diego,1,1,0,0,30,32,29,30
2004,Buffalo,0,1,0,1,30,32,29,30
2003,Boston,1,1,1,1,30,32,29,30
2003,Los Angeles,1,0,2,1,30,32,29,30
2003,Chicago,2,1,1,1,30,32,29,30
2003,New York,2,2,1,2,30,32,29,30
2003,San Francisco/Bay Area,1,1,1,1,30,32,29,30
2003,Pittsburgh,1,1,0,1,30,32,29,30
2003,Miami,1,1,1,1,30,32,29,30
2003,Dallas,1,1,1,1,30,32,29,30
2003,Detroit,1,1,1,1,30,32,29,30
2003,San Antonio,0,0,1,0,30,32,29,30
2003,Denver,1,1,1,1,30,32,29,30
2003,St. Louis,1,1,0,1,30,32,29,30
2003,Tampa/St. Petersburg,1,1,0,1,30,32,29,30
2003,Houston,1,1,1,0,30,32,29,30
2003,Toronto,1,0,1,1,30,32,29,30
2003,Washington D.C.,0,1,1,1,30,32,29,30
2003,New Jersey,0,0,1,1,30,32,29,30
2003,Anaheim,1,0,0,1,30,32,29,30
2003,Kansas City,1,1,0,0,30,32,29,30
2003,Philadelphia,1,1,1,1,30,32,29,30
2003,Baltimore,1,1,0,0,30,32,29,30
2003,Milwaukee/Green Bay,1,1,1,0,30,32,29,30
2003,Atlanta,1,1,1,1,30,32,29,30
2003,Minneapolis,1,1,1,1,30,32,29,30
2003,Phoenix,1,1,1,1,30,32,29,30
2003,Cleveland,1,1,1,0,30,32,29,30
2003,Indianapolis,0,1,1,0,30,32,29,30
2003,New Orleans,0,1,1,0,30,32,29,30
2003,Seattle,1,1,1,0,30,32,29,30
2003,Research Triangle,0,0,0,1,30,32,29,30
2003,Montreal,1,0,0,1,30,32,29,30
2003,San Diego,1,1,0,0,30,32,29,30
2003,Buffalo,0,1,0,1,30,32,29,30
2002,Boston,1,1,1,1,30,32,29,30
2002,Los Angeles,1,0,2,1,30,32,29,30
2002,Chicago,2,1,1,1,30,32,29,30
2002,New York,2,2,1,2,30,32,29,30
2002,San Francisco/Bay Area,1,1,1,1,30,32,29,30
2002,Pittsburgh,1,1,0,1,30,32,29,30
2002,Miami,1,1,1,1,30,32,29,30
2002,Dallas,1,1,1,1,30,32,29,30
2002,Detroit,1,1,1,1,30,32,29,30
2002,San Antonio,0,0,1,0,30,32,29,30
2002,Denver,1,1,1,1,30,32,29,30
2002,St. Louis,1,1,0,1,30,32,29,30
2002,Tampa/St. Petersburg,1,1,0,1,30,32,29,30
2002,Houston,1,1,1,0,30,32,29,30
2002,Toronto,1,0,1,1,30,32,29,30
2002,Washington D.C.,0,1,1,1,30,32,29,30
2002,New Jersey,0,0,1,1,30,32,29,30
2002,Anaheim,1,0,0,1,30,32,29,30
2002,Kansas City,1,1,0,0,30,32,29,30
2002,Philadelphia,1,1,1,1,30,32,29,30
2002,Baltimore,1,1,0,0,30,32,29,30
2002,Milwaukee/Green Bay,1,1,1,0,30,32,29,30
2002,Atlanta,1,1,1,1,30,32,29,30
2002,Minneapolis,1,1,1,1,30,32,29,30
2002,Phoenix,1,1,1,1,30,32,29,30
2002,Cleveland,1,1,1,0,30,32,29,30
2002,Indianapolis,0,1,1,0,30,32,29,30
2002,New Orleans,0,1,0,0,30,32,29,30
2002,Seattle,1,1,1,0,30,32,29,30
2002,Research Triangle,0,0,0,1,30,32,29,30
2002,Montreal,1,0,0,1,30,32,29,30
2002,San Diego,1,1,0,0,30,32,29,30
2002,Buffalo,0,1,0,1,30,32,29,30
2001,Boston,1,1,1,1,30,31,29,30
2001,Los Angeles,1,0,2,1,30,31,29,30
2001,Chicago,2,1,1,1,30,31,29,30
2001,New York,2,2,1,2,30,31,29,30
2001,San Francisco/Bay Area,1,1,1,1,30,31,29,30
2001,Pittsburgh,1,1,0,1,30,31,29,30
2001,Miami,1,1,1,1,30,31,29,30
2001,Dallas,1,1,1,1,30,31,29,30
2001,Detroit,1,1,1,1,30,31,29,30
2001,San Antonio,0,0,1,0,30,31,29,30
2001,Denver,1,1,1,1,30,31,29,30
2001,St. Louis,1,1,0,1,30,31,29,30
2001,Tampa/St. Petersburg,1,1,0,1,30,31,29,30
2001,Houston,1,0,1,0,30,31,29,30
2001,Toronto,1,0,1,1,30,31,29,30
2001,Washington D.C.,0,1,1,1,30,31,29,30
2001,New Jersey,0,0,1,1,30,31,29,30
2001,Anaheim,1,0,0,1,30,31,29,30
2001,Kansas City,1,1,0,0,30,31,29,30
2001,Philadelphia,1,1,1,1,30,31,29,30
2001,Baltimore,1,1,0,0,30,31,29,30
2001,Milwaukee/Green Bay,1,1,1,0,30,31,29,30
2001,Atlanta,1,1,1,1,30,31,29,30
2001,Minneapolis,1,1,1,1,30,31,29,30
2001,Phoenix,1,1,1,1,30,31,29,30
2001,Cleveland,1,1,1,0,30,31,29,30
2001,Indianapolis,0,1,1,0,30,31,29,30
2001,New Orleans,0,1,0,0,30,31,29,30
2001,Seattle,1,1,1,0,30,31,29,30
2001,Research Triangle,0,0,0,1,30,31,29,30
2001,Montreal,1,0,0,1,30,31,29,30
2001,San Diego,1,1,0,0,30,31,29,30
2001,Buffalo,0,1,0,1,30,31,29,30
2000,Boston,1,1,1,1,30,31,29,28
2000,Los Angeles,1,0,2,1,30,31,29,28
2000,Chicago,2,1,1,1,30,31,29,28
2000,New York,2,2,1,2,30,31,29,28
2000,San Francisco/Bay Area,1,1,1,1,30,31,29,28
2000,Pittsburgh,1,1,0,1,30,31,29,28
2000,Miami,1,1,1,1,30,31,29,28
2000,Dallas,1,1,1,1,30,31,29,28
2000,Detroit,1,1,1,1,30,31,29,28
2000,San Antonio,0,0,1,0,30,31,29,28
2000,Denver,1,1,1,1,30,31,29,28
2000,St. Louis,1,1,0,1,30,31,29,28
2000,Tampa/St. Petersburg,1,1,0,1,30,31,29,28
2000,Houston,1,0,1,0,30,31,29,28
2000,Toronto,1,0,1,1,30,31,29,28
2000,Washington D.C.,0,1,1,1,30,31,29,28
2000,New Jersey,0,0,1,1,30,31,29,28
2000,Anaheim,1,0,0,1,30,31,29,28
2000,Kansas City,1,1,0,0,30,31,29,28
2000,Philadelphia,1,1,1,1,30,31,29,28
2000,Baltimore,1,1,0,0,30,31,29,28
2000,Milwaukee/Green Bay,1,1,1,0,30,31,29,28
2000,Atlanta,1,1,1,1,30,31,29,28
2000,Minneapolis,1,1,1,1,30,31,29,28
2000,Phoenix,1,1,1,1,30,31,29,28
2000,Cleveland,1,1,1,0,30,31,29,28
2000,Indianapolis,0,1,1,0,30,31,29,28
2000,New Orleans,0,1,0,0,30,31,29,28
2000,Seattle,1,1,1,0,30,31,29,28
2000,Research Triangle,0,0,0,1,30,31,29,28
2000,Montreal,1,0,0,1,30,31,29,28
2000,San Diego,1,1,0,0,30,31,29,28
2000,Buffalo,0,1,0,1,30,31,29,28
1999,Boston,1,1,1,1,30,31,29,27
1999,Los Angeles,1,0,2,1,30,31,29,27
1999,Chicago,2,1,1,1,30,31,29,27
1999,New York,2,2,1,2,30,31,29,27
1999,San Francisco/Bay Area,1,1,1,1,30,31,29,27
1999,Pittsburgh,1,1,0,1,30,31,29,27
1999,Miami,1,1,1,1,30,31,29,27
1999,Dallas,1,1,1,1,30,31,29,27
1999,Detroit,1,1,1,1,30,31,29,27
1999,San Antonio,0,0,1,0,30,31,29,27
1999,Denver,1,1,1,1,30,31,29,27
1999,St. Louis,1,1,0,1,30,31,29,27
1999,Tampa/St. Petersburg,1,1,0,1,30,31,29,27
1999,Houston,1,0,1,0,30,31,29,27
1999,Toronto,1,0,1,1,30,31,29,27
1999,Washington D.C.,0,1,1,1,30,31,29,27
1999,New Jersey,0,0,1,1,30,31,29,27
1999,Anaheim,1,0,0,1,30,31,29,27
1999,Kansas City,1,1,0,0,30,31,29,27
1999,Philadelphia,1,1,1,1,30,31,29,27
1999,Baltimore,1,1,0,0,30,31,29,27
1999,Milwaukee/Green Bay,1,1,1,0,30,31,29,27
1999,Atlanta,1,1,1,0,30,31,29,27
1999,Minneapolis,1,1,1,0,30,31,29,27
1999,Phoenix,1,1,1,1,30,31,29,27
1999,Cleveland,1,1,1,0,30,31,29,27
1999,Indianapolis,0,1,1,0,30,31,29,27
1999,New Orleans,0,1,0,0,30,31,29,27
1999,Seattle,1,1,1,0,30,31,29,27
1999,Research Triangle,0,0,0,1,30,31,29,27
1999,Montreal,1,0,0,1,30,31,29,27
1999,San Diego,1,1,0,0,30,31,29,27
1999,Buffalo,0,1,0,1,30,31,29,27
1998,Boston,1,1,1,1,30,30,29,26
1998,Los Angeles,1,0,2,1,30,30,29,26
1998,Chicago,2,1,1,1,30,30,29,26
1998,New York,2,2,1,2,30,30,29,26
1998,San Francisco/Bay Area,1,1,1,1,30,30,29,26
1998,Pittsburgh,1,1,0,1,30,30,29,26
1998,Miami,1,1,1,1,30,30,29,26
1998,Dallas,1,1,1,1,30,30,29,26
1998,Detroit,1,1,1,1,30,30,29,26
1998,San Antonio,0,0,1,0,30,30,29,26
1998,Denver,1,1,1,1,30,30,29,26
1998,St. Louis,1,1,0,1,30,30,29,26
1998,Tampa/St. Petersburg,1,1,0,1,30,30,29,26
1998,Houston,1,0,1,0,30,30,29,26
1998,Toronto,1,0,1,1,30,30,29,26
1998,Washington D.C.,0,1,1,1,30,30,29,26
1998,New Jersey,0,0,1,1,30,30,29,26
1998,Anaheim,1,0,0,1,30,30,29,26
1998,Kansas City,1,1,0,0,30,30,29,26
1998,Philadelphia,1,1,1,1,30,30,29,26
1998,Baltimore,1,1,0,0,30,30,29,26
1998,Milwaukee/Green Bay,1,1,1,0,30,30,29,26
1998,Atlanta,1,1,1,0,30,30,29,26
1998,Minneapolis,1,1,1,0,30,30,29,26
1998,Phoenix,1,1,1,1,30,30,29,26
1998,Cleveland,1,0,1,0,30,30,29,26
1998,Indianapolis,0,1,1,0,30,30,29,26
1998,New Orleans,0,1,0,0,30,30,29,26
1998,Seattle,1,1,1,0,30,30,29,26
1998,Research Triangle,0,0,0,1,30,30,29,26
1998,Montreal,1,0,0,1,30,30,29,26
1998,San Diego,1,1,0,0,30,30,29,26
1998,Buffalo,0,1,0,1,30,30,29,26
1997,Boston,1,1,1,1,28,30,29,26
1997,Los Angeles,1,0,2,1,28,30,29,26
1997,Chicago,2,1,1,1,28,30,29,26
1997,New York,2,2,1,2,28,30,29,26
1997,San Francisco/Bay Area,1,1,1,1,28,30,29,26
1997,Pittsburgh,1,1,0,1,28,30,29,26
1997,Miami,1,1,1,1,28,30,29,26
1997,Dallas,1,1,1,1,28,30,29,26
1997,Detroit,1,1,1,1,28,30,29,26
1997,San Antonio,0,0,1,0,28,30,29,26
1997,Denver,1,1,1,1,28,30,29,26
1997,St. Louis,1,1,0,1,28,30,29,26
1997,Tampa/St. Petersburg,0,1,0,1,28,30,29,26
1997,Houston,1,0,1,0,28,30,29,26
1997,Toronto,1,0,1,1,28,30,29,26
1997,Washington D.C.,0,1,1,1,28,30,29,26
1997,New Jersey,0,0,1,1,28,30,29,26
1997,Anaheim,1,0,0,1,28,30,29,26
1997,Kansas City,1,1,0,0,28,30,29,26
1997,Philadelphia,1,1,1,1,28,30,29,26
1997,Baltimore,1,1,0,0,28,30,29,26
1997,Milwaukee/Green Bay,1,1,1,0,28,30,29,26
1997,Atlanta,1,1,1,0,28,30,29,26
1997,Minneapolis,1,1,1,0,28,30,29,26
1997,Phoenix,0,1,1,1,28,30,29,26
1997,Cleveland,1,0,1,0,28,30,29,26
1997,Indianapolis,0,1,1,0,28,30,29,26
1997,New Orleans,0,1,0,0,28,30,29,26
1997,Seattle,1,1,1,0,28,30,29,26
1997,Research Triangle,0,0,0,0,28,30,29,26
1997,Montreal,1,0,0,1,28,30,29,26
1997,San Diego,1,1,0,0,28,30,29,26
1997,Buffalo,0,1,0,1,28,30,29,26
1996,Boston,1,1,1,1,28,30,29,26
1996,Los Angeles,1,0,2,1,28,30,29,26
1996,Chicago,2,1,1,1,28,30,29,26
1996,New York,2,2,1,2,28,30,29,26
1996,San Francisco/Bay Area,1,1,1,1,28,30,29,26
1996,Pittsburgh,1,1,0,1,28,30,29,26
1996,Miami,1,1,1,1,28,30,29,26
1996,Dallas,1,1,1,1,28,30,29,26
1996,Detroit,1,1,1,1,28,30,29,26
1996,San Antonio,0,0,1,0,28,30,29,26
1996,Denver,1,1,1,1,28,30,29,26
1996,St. Louis,1,1,0,1,28,30,29,26
1996,Tampa/St. Petersburg,0,1,0,1,28,30,29,26
1996,Houston,1,1,1,0,28,30,29,26
1996,Toronto,1,0,1,1,28,30,29,26
1996,Washington D.C.,0,1,1,1,28,30,29,26
1996,New Jersey,0,0,1,1,28,30,29,26
1996,Anaheim,1,0,0,1,28,30,29,26
1996,Kansas City,1,1,0,0,28,30,29,26
1996,Philadelphia,1,1,1,1,28,30,29,26
1996,Baltimore,1,1,0,0,28,30,29,26
1996,Milwaukee/Green Bay,1,1,1,0,28,30,29,26
1996,Atlanta,1,1,1,0,28,30,29,26
1996,Minneapolis,1,1,1,0,28,30,29,26
1996,Phoenix,0,1,1,0,28,30,29,26
1996,Cleveland,1,0,1,0,28,30,29,26
1996,Indianapolis,0,1,1,0,28,30,29,26
1996,New Orleans,0,1,0,0,28,30,29,26
1996,Seattle,1,1,1,0,28,30,29,26
1996,Research Triangle,0,0,0,0,28,30,29,26
1996,Montreal,1,0,0,1,28,30,29,26
1996,San Diego,1,1,0,0,28,30,29,26
1996,Buffalo,0,1,0,1,28,30,29,26
1995,Boston,1,1,1,1,28,29,27,26
1995,Los Angeles,1,0,2,1,28,29,27,26
1995,Chicago,2,1,1,1,28,29,27,26
1995,New York,2,2,1,2,28,29,27,26
1995,San Francisco/Bay Area,1,1,1,1,28,29,27,26
1995,Pittsburgh,1,1,0,1,28,29,27,26
1995,Miami,1,1,1,1,28,29,27,26
1995,Dallas,1,1,1,1,28,29,27,26
1995,Detroit,1,1,1,1,28,29,27,26
1995,San Antonio,0,0,1,0,28,29,27,26
1995,Denver,1,1,1,0,28,29,27,26
1995,St. Louis,1,1,0,1,28,29,27,26
1995,Tampa/St. Petersburg,0,1,0,1,28,29,27,26
1995,Houston,1,1,1,0,28,29,27,26
1995,Toronto,1,0,0,1,28,29,27,26
1995,Washington D.C.,0,1,1,1,28,29,27,26
1995,New Jersey,0,0,1,1,28,29,27,26
1995,Anaheim,1,0,0,1,28,29,27,26
1995,Kansas City,1,1,0,0,28,29,27,26
1995,Philadelphia,1,1,1,1,28,29,27,26
1995,Baltimore,1,0,0,0,28,29,27,26
1995,Milwaukee/Green Bay,1,1,1,0,28,29,27,26
1995,Atlanta,1,1,1,0,28,29,27,26
1995,Minneapolis,1,1,1,0,28,29,27,26
1995,Phoenix,0,1,1,0,28,29,27,26
1995,Cleveland,1,1,1,0,28,29,27,26
1995,Indianapolis,0,1,1,0,28,29,27,26
1995,New Orleans,0,1,0,0,28,29,27,26
1995,Seattle,1,1,1,0,28,29,27,26
1995,Research Triangle,0,0,0,0,28,29,27,26
1995,Montreal,1,0,0,1,28,29,27,26
1995,San Diego,1,1,0,0,28,29,27,26
1995,Buffalo,0,1,0,1,28,29,27,26
1994,Boston,1,1,1,1,28,28,27,26
1994,Los Angeles,1,1,2,1,28,28,27,26
1994,Chicago,2,1,1,1,28,28,27,26
1994,New York,2,2,1,2,28,28,27,26
1994,San Francisco/Bay Area,1,1,1,1,28,28,27,26
1994,Pittsburgh,1,1,0,1,28,28,27,26
1994,Miami,1,1,1,1,28,28,27,26
1994,Dallas,1,1,1,1,28,28,27,26
1994,Detroit,1,1,1,1,28,28,27,26
1994,San Antonio,0,0,1,0,28,28,27,26
1994,Denver,1,1,1,0,28,28,27,26
1994,St. Louis,1,0,0,1,28,28,27,26
1994,Tampa/St. Petersburg,0,1,0,1,28,28,27,26
1994,Houston,1,1,1,0,28,28,27,26
1994,Toronto,1,0,0,1,28,28,27,26
1994,Washington D.C.,0,1,1,1,28,28,27,26
1994,New Jersey,0,0,1,1,28,28,27,26
1994,Anaheim,1,0,0,1,28,28,27,26
1994,Kansas City,1,1,0,0,28,28,27,26
1994,Philadelphia,1,1,1,1,28,28,27,26
1994,Baltimore,1,0,0,0,28,28,27,26
1994,Milwaukee/Green Bay,1,1,1,0,28,28,27,26
1994,Atlanta,1,1,1,0,28,28,27,26
1994,Minneapolis,1,1,1,0,28,28,27,26
1994,Phoenix,0,1,1,0,28,28,27,26
1994,Cleveland,1,1,1,0,28,28,27,26
1994,Indianapolis,0,1,1,0,28,28,27,26
1994,New Orleans,0,1,0,0,28,28,27,26
1994,Seattle,1,1,1,0,28,28,27,26
1994,Research Triangle,0,0,0,0,28,28,27,26
1994,Montreal,1,0,0,1,28,28,27,26
1994,San Diego,1,1,0,0,28,28,27,26
1994,Buffalo,0,1,0,1,28,28,27,26
1993,Boston,1,1,1,1,28,28,27,24
1993,Los Angeles,1,1,2,1,28,28,27,24
1993,Chicago,2,1,1,1,28,28,27,24
1993,New York,2,2,1,2,28,28,27,24
1993,San Francisco/Bay Area,1,1,1,1,28,28,27,24
1993,Pittsburgh,1,1,0,1,28,28,27,24
1993,Miami,1,1,1,0,28,28,27,24
1993,Dallas,1,1,1,0,28,28,27,24
1993,Detroit,1,1,1,1,28,28,27,24
1993,San Antonio,0,0,1,0,28,28,27,24
1993,Denver,1,1,1,0,28,28,27,24
1993,St. Louis,1,0,0,1,28,28,27,24
1993,Tampa/St. Petersburg,0,1,0,1,28,28,27,24
1993,Houston,1,1,1,0,28,28,27,24
1993,Toronto,1,0,0,1,28,28,27,24
1993,Washington D.C.,0,1,1,1,28,28,27,24
1993,New Jersey,0,0,1,1,28,28,27,24
1993,Anaheim,1,0,0,0,28,28,27,24
1993,Kansas City,1,1,0,0,28,28,27,24
1993,Philadelphia,1,1,1,1,28,28,27,24
1993,Baltimore,1,0,0,0,28,28,27,24
1993,Milwaukee/Green Bay,1,1,1,0,28,28,27,24
1993,Atlanta,1,1,1,0,28,28,27,24
1993,Minneapolis,1,1,1,1,28,28,27,24
1993,Phoenix,0,1,1,0,28,28,27,24
1993,Cleveland,1,1,1,0,28,28,27,24
1993,Indianapolis,0,1,1,0,28,28,27,24
1993,New Orleans,0,1,0,0,28,28,27,24
1993,Seattle,1,1,1,0,28,28,27,24
1993,Research Triangle,0,0,0,0,28,28,27,24
1993,Montreal,1,0,0,1,28,28,27,24
1993,San Diego,1,1,0,0,28,28,27,24
1993,Buffalo,0,1,0,1,28,28,27,24
1992,Boston,1,1,1,1,26,28,27,22
1992,Los Angeles,1,1,2,1,26,28,27,22
1992,Chicago,2,1,1,1,26,28,27,22
1992,New York,2,2,1,2,26,28,27,22
1992,San Francisco/Bay Area,1,1,1,1,26,28,27,22
1992,Pittsburgh,1,1,0,1,26,28,27,22
1992,Miami,0,1,1,0,26,28,27,22
1992,Dallas,1,1,1,0,26,28,27,22
1992,Detroit,1,1,1,1,26,28,27,22
1992,San Antonio,0,0,1,0,26,28,27,22
1992,Denver,0,1,1,0,26,28,27,22
1992,St. Louis,1,0,0,1,26,28,27,22
1992,Tampa/St. Petersburg,0,1,0,0,26,28,27,22
1992,Houston,1,1,1,0,26,28,27,22
1992,Toronto,1,0,0,1,26,28,27,22
1992,Washington D.C.,0,1,1,1,26,28,27,22
1992,New Jersey,0,0,1,1,26,28,27,22
1992,Anaheim,1,0,0,0,26,28,27,22
1992,Kansas City,1,1,0,0,26,28,27,22
1992,Philadelphia,1,1,1,1,26,28,27,22
1992,Baltimore,1,0,0,0,26,28,27,22
1992,Milwaukee/Green Bay,1,1,1,0,26,28,27,22
1992,Atlanta,1,1,1,0,26,28,27,22
1992,Minneapolis,1,1,1,1,26,28,27,22
1992,Phoenix,0,1,1,0,26,28,27,22
1992,Cleveland,1,1,1,0,26,28,27,22
1992,Indianapolis,0,1,1,0,26,28,27,22
1992,New Orleans,0,1,0,0,26,28,27,22
1992,Seattle,1,1,1,0,26,28,27,22
1992,Research Triangle,0,0,0,0,26,28,27,22
1992,Montreal,1,0,0,1,26,28,27,22
1992,San Diego,1,1,0,0,26,28,27,22
1992,Buffalo,0,1,0,1,26,28,27,22
